molecule,logp,dataset_type
C#CCNC(=O)NCCCC(NC(=C)O)=C(O)NCc1ccccc1,-0.31,validation
C#CCNC(=O)NCCCC(NC(=C)O)C(=O)NCc1ccccc1,-0.31,train
C#CCNC(=O)NCCCC(NC(=C)O)C(O)=NCc1ccccc1,-0.31,train
C#CCNC(=O)NCCCC(NC(C)=O)=C(O)NCc1ccccc1,-0.31,train
C#CCNC(=O)NCCCC(NC(C)=O)C(=O)NCc1ccccc1,-0.31,train
C#CCNC(=O)NCCCC(NC(C)=O)C(O)=NCc1ccccc1,-0.31,train
C#CCNC(=O)NCCCCC(N=C(C)O)=C(O)NCc1ccccc1,0.23,test
C#CCNC(=O)NCCCCC(N=C(C)O)C(=O)NCc1ccccc1,0.23,validation
C#CCNC(=O)NCCCCC(N=C(C)O)C(O)=NCc1ccccc1,0.23,validation
C#CCNC(=O)NCCCCC(NC(=C)O)=C(O)NCc1ccccc1,0.23,train
C#CCNC(=O)NCCCCC(NC(=C)O)C(=O)NCc1ccccc1,0.23,train
C#CCNC(=O)NCCCCC(NC(=C)O)C(O)=NCc1ccccc1,0.23,test
C#CCNC(=O)NCCCCC(NC(C)=O)=C(O)NCc1ccccc1,0.23,train
C#CCNC(=O)NCCCCC(NC(C)=O)C(O)=NCc1ccccc1,0.23,train
C#CCNC(=O)OCC(C)(CC)COC(N)=O,1.17,test
C#CCNC(=O)OCC(C)(CCC)COC(N)=O,1.66,train
C#CCNC(=O)OCC(C)(CCCC)COC(N)=O,2.15,train
C#CCNC(=O)OCC(C)(CO)C(C)CC,1.95,test
C#CCNC(=O)OCC(C)(COC(N)=O)C(C)CC,2.08,train
C#CCNC(=O)OCC(CC)(CCCC)COC(N)=O,2.64,train
C#CCNC(O)=NCCCC(N=C(C)O)=C(O)NCc1ccccc1,-0.31,train
C#CCNC(O)=NCCCC(N=C(C)O)C(=O)NCc1ccccc1,-0.31,train
C#CCNC(O)=NCCCC(N=C(C)O)C(O)=NCc1ccccc1,-0.31,train
C#CCNC(O)=NCCCC(NC(=C)O)=C(O)NCc1ccccc1,-0.31,train
C#CCNC(O)=NCCCC(NC(=C)O)C(=O)NCc1ccccc1,-0.31,train
C#CCNC(O)=NCCCC(NC(C)=O)=C(O)NCc1ccccc1,-0.31,train
C#CCNC(O)=NCCCC(NC(C)=O)C(=O)NCc1ccccc1,-0.31,train
C#CCNC(O)=NCCCC(NC(C)=O)C(O)=NCc1ccccc1,-0.31,validation
C#CCNC(O)=NCCCCC(N=C(C)O)=C(O)NCc1ccccc1,0.23,train
C#CCNC(O)=NCCCCC(N=C(C)O)C(=O)NCc1ccccc1,0.23,test
C#CCNC(O)=NCCCCC(N=C(C)O)C(O)=NCc1ccccc1,0.23,test
C#CCNC(O)=NCCCCC(NC(=C)O)=C(O)NCc1ccccc1,0.23,train
C#CCNC(O)=NCCCCC(NC(=C)O)C(=O)NCc1ccccc1,0.23,test
C#CCNC(O)=NCCCCC(NC(C)=O)=C(O)NCc1ccccc1,0.23,train
C#CCNC(O)=NCCCCC(NC(C)=O)C(=O)NCc1ccccc1,0.23,validation
C#CCNC(O)=NCCCCC(NC(C)=O)C(O)=NCc1ccccc1,0.23,validation
C#CCNC1=NC(=O)C(C)(c2ccccc2)O1,0.23,train
C#CCNC1=NC(=O)C(c2ccc(Cl)cc2)O1,0.42,train
C#CCNC1=NC(=O)C(c2ccccc2)(c2ccccc2)O1,1.44,train
C#CCNC1=NC(=O)C(c2ccccc2)O1,-0.23,test
C#CCNC1=NC(=O)C(c2ccccc2C)O1,0.32,test
C#CCNC1=NC(=O)C(c2ccccc2F)O1,-0.03,test
C#CCNCC#C,0.25,train
C#CCNCC(=O)O,-1.8,train
C#CCNCC(O)COc1c(C(C)C)ccc(C)c1C(=O)OC,2.56,train
C#CCNCC(O)COc1c(C(C)C)ccc(C)c1C(=O)OCC,3.05,test
C#CCNc1nc(CCC)nc(N2CCOCC2)n1,2.3,test
C#CCOC(=O)C=C(C)C=CCC(C)CCCC(C)C,6.45,train
C#CCOC(=O)N(c1ccccc1)c1ccc(Cl)cc1,5.02,train
C#CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1,2.82,test
C#CCOC(C)=O,0.58,validation
C#CCOC(O)=Nc1ccc(OCC)c(OCC)c1,2.68,train
C#CCOC1=Nc2cc(OC(=O)N3CCCC3)c(Cl)cc2OC1,2.93,validation
C#CCOCC#C,0.49,train
C#CCON=C1CC2CCC1(C)C2(C)C,3.86,validation
C#CCON=CNc1cc(Cl)c(OCC#C)c(OCC#C)c1,2.3,train
C#CCONC=Nc1cc(Cl)c(OCC#C)c(Cl)c1,3.3,train
C#CCONC=Nc1cc(Cl)c(OCC#C)c(OCC#C)c1,2.3,train
C#CCOP(=O)(OCCC)c1ccccc1,1.82,train
C#CCOS(=O)(=O)c1ccc(C)cc1,1.68,train
C#CCOc1c(Cl)cc(N=CNOC)cc1Cl,3.3,train
C#CCOc1c(Cl)cc(N=CNOCCCC)cc1Cl,4.4,test
C#CCOc1c(Cl)cc(NC=NO)cc1Cl,2.8,train
C#CCOc1c(Cl)cc(NC=NOC(C)C)cc1Cl,3.9,train
C#CCOc1c(Cl)cc(NC=NOC(C)CC)cc1Cl,4.2,train
C#CCOc1c(Cl)cc(NC=NOC)cc1Cl,3.3,train
C#CCOc1c(Cl)cc(NC=NOCC#N)cc1Cl,3.0,train
C#CCOc1c(Cl)cc(NC=NOCC(=O)OCC)cc1Cl,3.6,train
C#CCOc1c(Cl)cc(NC=NOCC)cc1Cl,3.6,test
C#CCOc1c(Cl)cc(NC=NOCC=C)cc1Cl,3.7,test
C#CCOc1c(Cl)cc(NC=NOCC=CCl)cc1Cl,3.9,train
C#CCOc1c(Cl)cc(NC=NOCCC)cc1Cl,4.0,validation
C#CCOc1c(Cl)cc(NC=NOCCCC)cc1Cl,4.4,train
C#CCOc1c(Cl)cc(NC=NOCCCl)cc1Cl,3.7,train
C#CCOc1c(Cl)cc(NC=NOCCOCC)cc1Cl,3.7,train
C#CCOc1c(Cl)cc(NC=NOCOC)cc1Cl,3.2,test
C#CCOc1c(Cl)cc(NC=NOCOCC)cc1Cl,3.5,train
C#CCOc1c(Cl)cc(NC=NOCSC)cc1Cl,3.6,train
C#CCOc1c(Cl)cc(NC=NOCc2ccccc2)cc1Cl,4.2,train
C#CCOc1c(Cl)cc(NC=NOc2ccc(C)cc2)cc1Cl,4.8,test
C#CCOc1c(Cl)cc(NC=NOc2ccccc2)cc1Cl,4.4,train
C#CCOc1c(Cl)cc(NCN=O)cc1Cl,2.8,train
C#CCOc1c(OC)cc(C(=O)N2CCOCC2)cc1OC,0.06,validation
C#CCOc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,3.95,train
C#CCOc1cc(-n2nc3n(c2=O)CCCC3)c(Cl)cc1Cl,2.7,train
C#CCOc1cc(N=CNOC)cc(Cl)c1OCC#C,2.3,train
C#CCOc1cc(NC=NOC)cc(Cl)c1OCC#C,2.3,validation
C#CCOc1cc(NC=NOC)cc(F)c1OCC#C,1.8,validation
C#CCOc1cc(NC=NOCC)cc(Cl)c1OCC#C,2.6,train
C#CCOc1cc(NC=NOCC)cc(F)c1OCC#C,2.1,train
C#CCOc1cc(NC=NOCC=C)cc(Cl)c1OCC#C,2.7,train
C#CCOc1cc(NC=NOCOC)cc(Cl)c1OCC#C,2.2,train
C#CCOc1cc(NC=NOCOC)cc(F)c1OCC#C,1.7,train
C#CCOc1cc(OC(=O)N(CC)CC)c(Cl)cc1Cl,3.95,test
C#CCOc1cc(OC(=O)N2CCC(F)(F)C2)c(Cl)cc1Cl,3.42,train
C#CCOc1cc(OC(=O)N2CCC(F)(F)CC2)c(Cl)cc1Cl,3.57,train
C#CCOc1cc(OC(=O)N2CCCC2)c(Cl)cc1Cl,3.82,train
C#CCOc1cc(OC(=O)N2CCCCC2)c(Cl)cc1Cl,4.25,train
C#CCOc1ccc(CC(O)=NO)cc1,1.25,train
C#CCOc1ccc(CC(O)=NO)cc1Cl,1.89,train
C#CCOc1ccc(Cl)c2c1CCCC2N(C)C,4.03,train
C#CCOc1ccc(Cl)cc1,4.73,train
C#CCOc1ccc(N)cc1C(=O)NCCCC,2.05,validation
C#CCOc1ccc(NC=NOC)cc1OCC#C,1.6,train
C#CCOc1ccc(NC=NOCC)cc1OCC#C,1.9,train
C#CCOc1cccc(OC(=O)NC)c1,1.46,train
C#CCOc1ccccc1OC(=O)NC,1.21,validation
C#CCOc1noc2c1CNCC2,0.4,train
C#CCSC(CC)(CC)C(N)=O,1.64,validation
C#CCSP(=O)(OC)OCCOC,-0.02,validation
C#CCSP(=O)(OC)OCCOCC,0.47,train
C#CCSP(=O)(OC)OCc1ccco1,1.33,train
C#CCSP(=O)(OCC)OC(=O)c1ccoc1,0.62,train
C#CCSP(=O)(OCC)OCC,1.23,train
C#CCSP(=O)(OCC)OCCOC,0.47,train
C#CCSP(=O)(SC)SC,1.54,train
C#CCc1cc(COC(=O)C2C(C=C(C)C)C2(C)C)c(C)o1,6.16,train
C#CCc1ccc(COC(=O)C2C(C=C(C)C)C2(C)C)o1,5.61,train
C#CCn1c(=O)c2c(-c3cc(C#N)cn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,3.96,train
C#CCn1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,3.16,test
C#CCn1c(=O)c2c(-c3nc(C#N)cn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,3.4,test
C#CCn1cncc1[N+](=O)[O-],0.52,train
C#CCn1nnc(Oc2ccc(NC(=O)N(C)C)cc2)n1,1.65,train
C#CCn1nnnc1Oc1ccc(NC(=O)N(C)C)cc1,1.0,train
C#Cc1ccc(C)cc1,2.81,train
C#Cc1cccc(Nc2nc3cc(C(=O)O)ccc3c3cncnc23)c1,0.92,train
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,3.35,train
C#Cc1ccccc1,2.53,train
C(#CCN1CCCC1)CN1CCCC1,1.74,train
C(#Cc1ccccc1)c1ccccc1,4.78,train
C(#Cc1cscn1)c1ccccc1,2.6,train
C(#Cc1n[nH]c2ccccc12)c1ccccc1,4.31,train
C(#Cc1nccs1)c1ccccc1,3.2,train
C(=C(c1ccccc1)c1ccccc1)c1ccccc1,5.49,train
C(=Cc1c(-c2ccccc2)nc2sccn12)c1ccncn1,3.4,validation
C(=Cc1cccc(C=Cc2ccccc2)n1)c1ccccc1,5.87,train
C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,5.77,test
C(=Cc1ccccn1)c1ccccc1,1.96,train
C(=Cc1ccccn1)c1ccccn1,2.11,train
C(=Cc1nn[nH]n1)c1ccccc1,-0.4,train
C(=NC(N=Cc1ccco1)c1ccco1)c1ccco1,2.31,train
C(=NC1CCCCC1)c1ccccc1,5.17,train
C(=NCCCCCCN=Cc1ccco1)c1ccco1,3.76,train
C(=NN=Cc1ccccc1)c1ccccc1,4.48,validation
C(=NN=Cc1ccco1)c1ccco1,3.22,train
C(=NNc1ccccn1)c1ccccn1,0.82,test
C(=NOCc1ccccc1)c1ccccn1,2.81,train
C(=Nc1ccccc1)Nc1ccccc1,3.28,train
C(C=C(c1ccccc1)c1ccccc1)=C(c1ccccc1)c1ccccc1,7.21,test
C(C=Cc1ccccc1)=Cc1ccccc1,5.29,test
C(CC1CCNCC1)CC1CCNCC1,3.36,train
C(CC1CO1)OCCC1CO1,0.13,train
C(CCC1CO1)CC1CO1,1.39,train
C(CCCN1CCNCC1)=C1c2ccccc2Sc2ccccc21,4.36,train
C(CCOCC1CO1)COCC1CO1,-0.15,test
C(CN1CCOCC1)=C(CN1CCOCC1)Sc1ccccc1,1.55,validation
C(CNc1ccccc1)=Nc1ccccc1,4.44,validation
C(COCC1CO1)OCC1CO1,-1.13,train
C(COCCOCC1CO1)OCCOCC1CO1,-1.68,train
C(OCC1CO1)C1CO1,-0.85,train
C1=C(CCN2CCC34CCCCC3C2Cc2ccccc24)CCCC1,7.05,train
C1=C(CN2CCN(CC3=COc4ccccc4O3)CC2)Oc2ccccc2O1,2.71,train
C1=C(CNC2CCCCC2)CCC(CNC2CCCCC2)C1,6.45,train
C1=C(CNC2CCc3ccccc32)CCC(CNC2CCc3ccccc32)C1,7.04,test
C1=C(CNCC2CCC(CNCC3=CCCCC3)CC2)CCCC1,7.35,train
C1=C(CNCC2CCCCC2)CCC(CNCC2CCCCC2)C1,7.44,train
C1=C(CNCCC2CCCCC2)CCC(CNCCC2CCCCC2)C1,8.42,validation
C1=C(CNNCc2ccccc2)Oc2ccccc2O1,2.71,train
C1=C(N2CCCCC2)CCCC1,3.58,train
C1=C(N2CCOCC2)CCC1,1.35,train
C1=C(c2cc3ccccc3o2)C2CCN1CC2,2.59,train
C1=C(c2ccccc2)CCC2CCCCN12,4.24,train
C1=C(c2ccccc2)CCNC1,1.99,train
C1=C(c2cccnc2)NCC1,1.06,test
C1=C2NOS3=C2C(=CC1)NO3,1.1,train
C1=C2NOS3=C2C(=NO3)CC1,1.1,train
C1=CC(=NNc2nncs2)C=CC1,2.22,train
C1=CC(CNCC2CCC(CNCC3C=CCCC3)CC2)CCC1,7.09,train
C1=CC(OC2=CCCC2)CC1,3.32,test
C1=CC2=C(CC1)C1CNCC1C=C2,3.15,validation
C1=CC2=C3C(=NO[SH]3ON2)C1,1.1,train
C1=CC2=NCCN2N1,-0.25,train
C1=CC2=NOS3=C2C(C1)NO3,1.1,train
C1=CC2=NO[SH]3ON=C(C1)C23,1.1,train
C1=CC2=NO[SH]3ONC(=C1)C23,1.1,train
C1=CC2=NO[SH]3ONC(=C23)C1,1.1,train
C1=CC2C(=Nc3ccccc32)C=N1,3.17,train
C1=CC2C3C=CC(C3)C2C1,3.16,train
C1=CC2C=CC1C2,2.67,test
C1=CC2CC1CC2CNCC1CCC(CNCC2CC3C=CC2C3)CC1,6.87,train
C1=CC2CCC1C2,3.24,train
C1=CC2CCC1CC2,3.34,test
C1=CC2NOS3=C2C(=C1)NO3,1.1,test
C1=CC2NOS3=C2C(=NO3)C1,1.1,test
C1=CC=CC=CC=C1,3.08,test
C1=CC=CCC=C1,2.63,test
C1=CC=CCCC=C1,3.51,test
C1=CCC(C2CC3C=CC2C3)CC1,5.32,train
C1=CCC(C2OCC3(CC=CCC3)CO2)CC1,4.67,test
C1=CCC(C2OCC3(CO2)COC(C2CC=CCC2)OC3)CC1,4.37,train
C1=CCC(c2cc3ccccc3o2)CNC1,1.94,validation
C1=CCC(c2ccc3ccccc3c2)CNC1,1.64,test
C1=CCC(c2ccccc2)CC1,4.59,train
C1=CCC(c2cccnc2)NC1,1.06,train
C1=CCC(c2ccncc2)CC1,3.41,train
C1=CCC2CC2C1,3.19,train
C1=CCC2CC=CC2C1,3.28,train
C1=CCC=CC1,2.3,train
C1=CCCC=CCCCC=CC1,5.48,train
C1=CCCCC1,2.86,train
C1=CCCCC=C1,3.24,test
C1=CCCCC=CC1,3.73,train
C1=CCCCCC1,3.45,train
C1=CCCCCCC1,3.94,train
C1=CCCCCCCCC1,4.93,test
C1=CCNCC1,0.97,train
C1=CCSC1,1.57,test
C1=CCc2ccccc2C1,3.74,validation
C1=CN=C(CCC2COc3ccccc3O2)[N]1,1.99,test
C1=COCCC1,0.69,validation
C1=COCCO1,-0.53,train
C1=CSC(NC2=CCC=CS2)=CC1,2.58,train
C1=CSCC1,1.88,train
C1=C[C]2N=C(c3ccco3)N=C2C=C1,2.67,train
C1=Cc2cc3ccc(cc4nc(cc5ccc(cc1n2)[nH]5)C=C4)[nH]3,3.44,train
C1=Cc2ccc3c4c(ccc(c24)C1)-c1ccccc1-3,5.78,validation
C1=Cc2cccc3c2=c2c(cccc2=C1)CC=3,5.26,train
C1=Cc2cccc3cccc(c23)C1,4.43,validation
C1=Cc2cccc3cccc1c23,3.94,train
C1=Cc2ccccc2C1,2.92,train
C1=Cc2ccccc2C2(OCC(CN3CCCC3)O2)c2ccccc21,4.96,train
C1=Cc2ccccc2C2(OCC(CN3CCCCC3)O2)c2ccccc21,5.45,train
C1=Cc2ccccc2C2(OCC(CN3CCOCC3)O2)c2ccccc21,3.71,train
C1=Cc2ccccc2CC1,3.74,train
C1=Cc2ccccc2Nc2ccccc21,4.06,test
C1=Cc2ccccc2OC1,2.78,train
C1=NC(=NCCc2ccccc2)c2nc[nH]c2[N]1,2.42,train
C1=NC(NCCc2ccccc2)=C2N=CN=C2[N]1,2.42,train
C1=NC2=NC=NC2=C(NCCc2ccccc2)[N]1,2.42,train
C1=NCc2ccccc2N1,1.93,train
C1=NN(c2ccccc2)CC1,2.42,train
C1=Nc2[nH]cnc2C(=NCCc2ccccc2)[N]1,2.42,train
C1=Nc2c([nH]cnc2=NCCc2ccccc2)[N]1,2.42,test
C1=Nc2c(ncnc2NCCc2ccccc2)[N]1,2.42,test
C1=Nc2ccccc2C1,2.14,train
C1=Nc2ccccc2Nc2ccccc21,2.74,train
C1=Nc2ccccc2Oc2ccccc21,3.49,train
C1=c2ccc3cc2=C(C1)CCCCC3,5.07,train
C1=c2ccc3cccc4ccc(c2c43)CC1,4.92,train
C1C2C3C2C2C1C32,2.9,train
C1C2CC2C2CC12,3.15,train
C1C2CC3OC3C2CC2OC12,0.67,test
C1C2OC2C2C1C1CC2C2OC12,0.56,test
C1CC(C2CO2)OCC1C1CO1,0.36,train
C1CC(CNC2CC3CCC2C3)CCC1CNC1CC2CCC1C2,6.32,train
C1CC(CNCC2CC3CCC2C3)CCC1CNCC1CC2CCC1C2,7.3,validation
C1CC(CNCC2CCC(CNCC3CCC3)CC2)C1,5.56,validation
C1CC2=NOS3=C2C(=NO3)C1,1.1,train
C1CC2C3C(C1)C23,3.15,train
C1CC2C3CCC(C3)C2C1,3.59,train
C1CC2CC1C1C2C2C3CC4C(C31)C42,5.12,train
C1CC2CC1C1OC21,1.58,train
C1CC2CC1CC2CNCC1CC2CCC1C2,5.13,train
C1CC2CCC1C2,3.78,train
C1CC2CCC1CC2,3.56,train
C1CC2CCC1CNC2,2.06,train
C1CC2CCCC(C1)C2,4.05,train
C1CC2CCCC2C1,3.21,validation
C1CC2OC2C1,1.17,train
C1CC2OC2C1OC1CCC2OC12,0.59,train
C1CC2OC2CC1C1CO1,0.44,train
C1CCC(C(C2CCCCC2)C2CCCCC2)CC1,9.04,train
C1CCC(C2CCCCC2)CC1,5.86,test
C1CCC(C2CO2)CC1,2.43,train
C1CCC(CCC2CCCCC2)CC1,6.85,train
C1CCC(CCCC2CCCC2)CC1,6.85,train
C1CCC(CCCC2CCCCC2)CC1,7.34,train
C1CCC(CCCCC2CCCCC2)CC1,7.83,train
C1CCC(CCCCCC2CCCCC2)CC1,8.32,validation
C1CCC(CCNC2CCC(NCCC3CCCCC3)CC2)CC1,7.52,test
C1CCC(CCNCC2CCC(CNCCC3CCCCC3)CC2)CC1,8.5,validation
C1CCC(CN2CC3CCCC2CC3)CC1,5.03,train
C1CCC(CN2CCCCC2)CC1,4.16,test
C1CCC(CNC2CCC(NCC3CCCCC3)CC2)CC1,6.54,train
C1CCC(CNCC2CCC(CNC3CCCCC3)CC2)CC1,7.03,train
C1CCC(CNCC2CCC(CNCC3CCCC3)CC2)C1,6.54,train
C1CCC(CNCC2CCC(CNCC3CCCCC3)CC2)CC1,7.52,train
C1CCC(CNCC2CCC(CNCC3CCCCO3)CC2)OC1,4.03,train
C1CCC(N2CCCCC2)CC1,3.67,train
C1CCC(N2CCOCC2)CC1,1.92,train
C1CCC(N=C(NC2CCCCC2)N2CCOCC2)CC1,4.21,train
C1CCC(NC2CCC(NC3CCCCC3)CC2)CC1,5.56,train
C1CCC(NCC2CCC(CNC3CCCC3)CC2)C1,5.56,train
C1CCC(NCC2CCC(CNC3CCCCC3)CC2)CC1,6.54,train
C1CCC(OC2CCCC2)C1,3.62,validation
C1CCC(OC2CCCCC2)CC1,4.61,validation
C1CCC(SSC2CCCCC2)CC1,6.41,train
C1CCC2(C1)OCCS2,2.49,train
C1CCC2(CC1)CCCCC2,5.41,train
C1CCC2(CC1)N=C1CCCCC1C1(CCCCC1)N2,7.39,validation
C1CCC2(CC1)OCCCO2,3.12,train
C1CCC2(CC1)OCCO2,2.63,train
C1CCC2(CC1)OCCS2,2.98,train
C1CCC2(CCCC2)NC1,2.48,test
C1CCC23CCC2(CC1)C3,3.59,test
C1CCC2C(C1)CC1CCCCC12,4.73,train
C1CCC2C(C1)CCC1C3CCCCC3CCC21,6.24,validation
C1CCC2CC2C1,3.41,train
C1CCC2CCCC2C1,3.71,test
C1CCC2CCCCC2C1,4.2,train
C1CCC2NC2C1,1.42,validation
C1CCC2NCCC2C1,2.06,test
C1CCC2NCCCC2C1,2.55,test
C1CCC2NSN=C2C1,2.01,train
C1CCC2OC2C1,1.26,train
C1CCC2OC2CC1,1.26,validation
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,1.31,train
C1CCC2OCCOCCOCCOC3CCCCC3OCCOCCOCCOC2C1,0.76,train
C1CCCC(NCC2CCC(CNC3CCCCCC3)CC2)CC1,7.52,validation
C1CCCC(NCC2CCC(CNC3CCCCCCC3)CC2)CCC1,8.5,train
C1CCCCC1,3.44,train
C1CCCCCC1,4.0,train
C1CCCCCC2OC2CCCC1,4.7,train
C1CCCCCCC1,4.45,train
C1CCCCCCCCC1,5.14,train
C1CCCCCCCCCCC1,4.1,train
C1CCCCCCCCCCCCCC1,7.6,test
C1CCCCNCCC1,2.66,train
C1CCCN(C2CSSC2)CC1,3.24,validation
C1CCCN(CC2CCC(CN3CCCCCC3)CC2)CC1,6.13,train
C1CCCNCC1,1.68,train
C1CCCNCCC1,2.17,train
C1CCCOCC1,1.92,test
C1CCCSCC1,2.77,train
C1CCN(C2CSSC2)C1,2.25,test
C1CCN(C2CSSC2)CC1,2.75,train
C1CCN(CCC23CC4CC(CC(C4)C2)C3)C1,4.96,train
C1CCN(CCC23CC4CC(CC(C4)C2)C3)CC1,5.45,train
C1CCN(CCCC23CC4CC(CC(C4)C2)C3)C1,5.45,validation
C1CCN(CCCC23CC4CC(CC(C4)C2)C3)CC1,5.94,train
C1CCN(CCN2CCCCC2)CC1,2.46,train
C1CCN(N2CCCCC2)CC1,2.21,train
C1CCN(SSN2CCCCC2)CC1,2.03,test
C1CCN2CC3CC(CN4CCCCC34)C2C1,2.73,train
C1CCNCC1,0.84,train
C1CCOCC1,0.95,test
C1CCSC1,1.61,test
C1CCSCC1,2.28,train
C1CCSSC1,2.74,train
C1CCc2c(c3c(N4CCCC4)nc(N4CCCC4)nc3n2CCN2CCOCC2)C1,3.6,validation
C1CCc2nnnn2CC1,0.14,test
C1CCn2nnnc2C1,0.38,train
C1CN(CCC23CC4CC(CC(C4)C2)C3)CCO1,3.7,train
C1CN(CCN2CCOCC2)CCO1,-1.04,test
C1CN(CN2CCOCC2)CCO1,-1.53,train
C1CN(SSN2CCOCC2)CCO1,-1.47,train
C1CN(SSSSN2CCOCC2)CCO1,-1.47,train
C1CN1P1(N2CC2)=NP(N2CC2)(N2CC2)=NP(N2CC2)(N2CC2)=N1,2.19,train
C1CN1c1nc(N2CC2)nc(N2CC2)n1,2.56,train
C1CN2CCN1CC2,-0.49,train
C1CN2CN3CCN(CN1C3)C2,-3.17,validation
C1CN=C2CCCN2C1,-0.17,test
C1CNC(CCOCCSCCC2=NCCN2)=N1,1.23,train
C1CNCCNC1,-0.31,validation
C1CNCCNCCCNCCNC1,-0.84,train
C1COC(CCC2COC3(CCCO3)C2)C1,3.57,train
C1COC(OCC2CO2)C(OCC2CO2)O1,-1.91,train
C1COC2(C1)CCCO2,2.14,train
C1COCCN1,-0.86,train
C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2,-2.14,train
C1COCCO1,-0.27,validation
C1COCCOCCNCCOCCOCCN1,-1.9,train
C1COCCOCCOCCO1,-0.04,validation
C1COCCOCCOCCOCCO1,-0.48,train
C1COCCOCCOCCOCCOCCO1,-0.68,train
C1COCCOCCOCCOCCOCCOCCOCOC1,-1.46,train
C1COCOC1,0.18,train
C1CSCCN1,0.29,train
C1CSCCS1,0.77,train
C1CSCS1,1.69,train
C1CSCSC1,2.18,train
C1N2CN3CN1CN(C2)C3,-4.15,train
C1NNCN2CNNCN12,-4.46,train
C1OC1CN1CCC(C2CCN(CC3CO3)CC2)CC1,1.39,test
C1OC1CN1CCN(CC2CO2)CC1,-0.84,train
C1OCC2(CO1)COCOC2,-0.58,train
C1OCOCO1,-0.43,validation
C1OOCN2COOCN1COOC2,1.01,train
C1SCSCS1,2.87,train
C1SCSS1,1.36,test
C1SSCSSS1,2.31,train
C=C(Br)Br,1.92,test
C=C(Br)CBr,2.42,train
C=C(Br)CC,2.56,train
C=C(Br)CC1(C(C)C)C(=O)N(C)C(=O)N=C1O,2.11,train
C=C(Br)CC1(C(C)C)C(=O)N=C(O)N(C)C1=O,2.11,train
C=C(Br)CC1(C(C)C)C(=O)NC(=O)N(C)C1=O,2.11,train
C=C(Br)CC1(C(C)C)C(=O)NC(=O)NC1=O,1.47,test
C=C(Br)CC1(C(C)CC)C(=O)NC(=O)N(C)C1=O,2.43,train
C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O,2.2,train
C=C(Br)CC1(C(C)CCC)C(=O)NC(=O)NC1=O,2.09,train
C=C(Br)COC(C)=O,1.61,test
C=C(Br)CON=C(C)c1cccc(Oc2nc(OC)cc(OC)n2)c1C(=O)OC,3.73,train
C=C(Br)c1ccccc1,3.29,train
C=C(C#N)C(=O)OC,0.93,train
C=C(C#N)C(=O)OC(C)C,1.83,train
C=C(C#N)C(=O)OCC,1.42,train
C=C(C#N)C(=O)OCC(C)C,2.33,test
C=C(C#N)C(=O)OCCOCC,1.14,train
C=C(C#N)OC(C)=O,-0.19,train
C=C(C(=O)O)C(F)(F)F,1.4,train
C=C(C(=O)O)c1ccccc1,2.21,validation
C=C(C(=O)OC1CC(C)=CCCC(CO)=CC2OC(=O)C(=C)C21)C(O)CO,0.9,test
C=C(C(=O)OC1CC2CCC(C1)N2C)c1c(Cl)cccc1Cl,4.65,test
C=C(C(=O)OC1CC2CCC(C1)N2C)c1ccc(C(C)(C)C)cc1,5.28,test
C=C(C(=O)OC1CC2CCC(C1)N2C)c1ccc(C(F)(F)F)cc1,4.33,train
C=C(C(=O)OC1CC2CCC(C1)N2C)c1ccc(OC)cc1,3.45,train
C=C(C(=O)OC1CC2CCC(C1)N2C)c1cccc(Cl)c1,4.01,train
C=C(C(=O)OC1CC2CCC(C1)N2C)c1ccccc1,3.37,train
C=C(C(=O)OC1CC2CCC(C1)N2C)c1ccccc1Br,4.26,train
C=C(C(=O)OC1CC2CCC(C1)N2C)c1ccccc1Cl,4.01,test
C=C(C(=O)OC1CCN(C)CC1)c1ccccc1,2.99,train
C=C(C(=O)OCCN(CC)CC)c1ccccc1,3.17,train
C=C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,4.94,validation
C=C(C(Cl)=C(Cl)C(=C)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,7.59,train
C=C(C(Cl)=C(Cl)C(=C)C(Cl)Cl)C(Cl)Cl,5.75,train
C=C(C(F)(F)F)C(F)(F)F,3.06,train
C=C(C)Br,2.07,test
C=C(C)C(=C)C,3.13,train
C=C(C)C(=O)C(=CC(=O)O)OC,1.3,train
C=C(C)C(=O)CC,1.45,train
C=C(C)C(=O)Cl,0.72,validation
C=C(C)C(=O)NCO,-1.26,train
C=C(C)C(=O)Nc1ccc(Cl)c(Cl)c1,3.29,train
C=C(C)C(=O)OC(=O)C(=C)C,1.23,train
